Full Name,Primary Company,Previous startups?,Consulting before start-up,Standardized University,Standardized Major,Degree Type,Standardized Graduate Institution,Standardized Graduate Studies,Graduate Diploma,Ever served as TA/Teacher/Professor/Mentor?,Years of Employment,Worked as product manager/director/head/VP?,Worked at Google?,Worked at Microsoft?,Worked in Sales?,Stanford or Berkeley,Ivy League,Crunchbase,LinkedIn
Paula Long,DataGravity,0.0,0.0,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/paula-long-2,https://www.linkedin.com/in/longpaula
David Gandler,fuboTV,0.0,0.0,Boston University,Economics,BA,,,,0.0,8.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/david-gandler,https://www.linkedin.com/pub/david-gandler/9/b7/8a
Duncan Lennox,Qstream,0.0,0.0,University College Dublin,Computer Science,BS,,,,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/duncan-lennox,http://www.linkedin.com/in/lennox
Fadzarudin Anuar,FashionValet,0.0,1.0,Cambridge Tutors College,,,Imperial College London,Engineering,MS,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/fadzarudin-anuar,https://my.linkedin.com/in/fadzarudin-anuar-4580a518
John Kobs,Apartment List,2.0,0.0,Case Western Reserve University,Business,BS,,,,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/john-kobs,http://www.linkedin.com/in/johnkobs
Ryan Carson,Treehouse Island,1.0,0.0,Colorado State University,Computer Science,BS,,,,0.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ryan-carson,http://www.linkedin.com/company/treehouse-island-inc-
Timothy Ericson,Zagster,0.0,0.0,Drexel University,Business,BS,,,,0.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/timothy-ericson,http://www.linkedin.com/in/tjericson
Sunny Gupta,Apptio,1.0,1.0,University of South Carolina,Computer Science,BS,,,,0.0,10.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/sunny-gupta,https://www.linkedin.com/in/sgupta85/
Naveen Gupta,BirdEye,0.0,0.0,Birla Institute of Technology and Science Pilani,Electrical Engineering,,Harvard University,Business,MBA,1.0,15.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/naveen-gupta,http://www.linkedin.com/in/naveeng
Awais Nemat,PLUMgrid,1.0,0.0,NED University of Engineering and Technology,Electrical Engineering,BA,Stanford University,,,0.0,15.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/awais-nemat,https://www.linkedin.com/in/anemat/
Brynne Kennedy,MOVE Guides,0.0,0.0,Yale University,History,BA,London Business School,Business,MBA,0.0,4.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/brynne-herbert,https://www.linkedin.com/in/brynnekennedy/
Rajesh Ramanand,Signifyd,0.0,0.0,Tulane University,Computer Science,BA,Tulane University,,MS,1.0,10.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/rajesh-ramanand,http://www.linkedin.com/in/rramanand
Ryan Watts,Denali Therapeutics,0.0,0.0,University of Utah,Biology,BA,Stanford University,Biology,PhD,1.0,11.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ryan-watts,
Amir Haleem,Helium Systems,1.0,0.0,University of Manchester,Cognitive Science,BS,,,,0.0,10.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/amir-haleem,https://www.linkedin.com/in/amir-haleem-23097430/
Blair Harrison,Frequency,2.0,0.0,University of Bristol,Computer Science,BE,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/blair-harrsion,https://www.linkedin.com/in/blair-harrison-64710/
Zach Supalla,Particle,0.0,1.0,Dartmouth College,Cognitive Science,BA,Northwestern University,Business,MBA,0.0,3.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/zach-supalla,https://www.linkedin.com/in/zsupalla
Michael Tiffany,White Ops,1.0,0.0,,,,,,,1.0,4.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/michael-tiffany,http://www.linkedin.com/in/mjjtiffany
Hesky Kutscher,CareDox,0.0,0.0,,,,,,,0.0,3.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/hesky-kutscher,http://www.linkedin.com/pub/hesky-kutscher/0/817/9a8
Justin Zhu,Iterable,0.0,0.0,Carnegie Mellon University,Computer Science,BS,,,,0.0,2.0,1.0,1.0,0.0,0.0,0,0,https://www.crunchbase.com/person/justin-zhu,http://www.linkedin.com/pub/justin-zhu/13/286/232
Prakash Nanduri,Paxata,1.0,0.0,University of Texas Austin,Computer Science,BS,INSEAD,Business,MBA,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/prakash-nanduri,http://www.linkedin.com/pub/prakash-nanduri/0/9/935
Ben Anderson,Amino Apps,0.0,0.0,Northeastern University,Music,BS,,,,0.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ben-anderson-3,
Laszlo Kishonti,AImotive,1.0,0.0,Karinthy Frigyes Gimnazium,English,,Budapest Business School,Economics,,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/laszlo-kishonti,https://www.linkedin.com/in/laszlo-kishonti-9638a3103
Tyler Bosmeny,Clever,0.0,0.0,Harvard University,Mathematics,BA,Harvard University,Satistics,MA,0.0,4.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/tyler-bosmeny,http://www.linkedin.com/in/tylerbosmeny
Marc Worth,Stylus Media,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mark-worth,http://uk.linkedin.com/pub/marc-worth/25/574/a36
Steve Nasiri,InvenSense,0.0,0.0,University of California Berkeley,,BS,Santa Clara University,Business,MBA,0.0,0.0,1.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/steve-nasiri,https://www.linkedin.com/pub/steve-nasiri/5a/180/6b
Dan Burkhart,Recurly,0.0,0.0,University of Pennsylvania,Business,BS,University of California Los Angeles,Business,MBA,0.0,20.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/dan-burkhart,https://www.linkedin.com/in/danburkhart
Michel Feaster,Usermind,0.0,0.0,Harvard University,,Drop,,,,0.0,14.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/michel-feaster,http://www.linkedin.com/pub/michel-feaster/0/740/5a8
Stephan Heller,WATCHMASTER,0.0,1.0,Universität Wien,Business,BA,ESCP Europe,Business,MS,0.0,4.0,1.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/stephan-heller,
Chris Ovitz,Workpop,1.0,0.0,University of California Los Angeles,History,BA,,,,1.0,3.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/chris-ovitz,http://www.linkedin.com/pub/christopher-ovitz/3/961/460
Amitabh Sinha,Workspot,2.0,0.0,Indian Institute of Technology Kanpur,Computer Science,BE,,,,1.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/amitabh-sinha,http://www.linkedin.com/in/amitabhbsinha
Nancy Hua,Apptimize,0.0,0.0,Massachusetts Institute of Technology,Computer Science,BS,,,,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/nancy-hua,http://www.linkedin.com/in/nancyhua
Guru Pangal,CloudSimple,3.0,0.0,Jawaharlal Nehru Technological University,Electrical Engineering,BA,Utah State University,Computer Science,MS,0.0,22.0,0.0,0.0,1.0,1.0,0,0,https://www.crunchbase.com/person/guru-pangal,
Oliver Roup,VigLink,0.0,1.0,Massachusetts Institute of Technology,Computer Science,BS,Harvard University,Business,MBA,0.0,10.0,0.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/oliver-roup,http://www.linkedin.com/in/oroup
Yuri Frayman,ZENEDGE,4.0,0.0,Drexel University,Business,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/yuri-frayman,https://www.linkedin.com/in/yurifrayman
"Jason Langheier, MD, MPH",Zipongo,2.0,1.0,Williams College,Cognitive Science,BA,Duke University,Medicine,MD,0.0,13.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jason-langheier,http://www.linkedin.com/company/zipongo
Jonathan Mendez,Yieldbot,3.0,1.0,University of Southern California,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jonathan-mendez,http://www.linkedin.com/in/jonathanmendez
Ben Jacobs,Whistle,0.0,1.0,Peking University,,,Yale University,Foreign Studies,MA,0.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ben-jacobs,http://www.linkedin.com/in/bendjacobs
Rachel E. Haurwitz,Caribou Biosciences,0.0,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/rachel-e-haurwitz,https://www.linkedin.com/in/rachelhaurwitz
David Yeom,Hollar,0.0,1.0,University of California Riverside,Business,BA,University of Southern California,Business,MBA,0.0,17.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/david-yeom,
Guido Kovalskys,Nearpod,4.0,0.0,University of Buenos Aires,Economics,,University of California Berkeley,Business,MBA,1.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/guido-kovalskys,https://www.linkedin.com/in/gkovalskys
Tasso Roumeliotis,Wave Market,0.0,0.0,,,,,,,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/tasso-roumeliotis,http://www.linkedin.com/pub/tasso-roumeliotis/0/4/871
Florian Douetteau,Dataiku,0.0,0.0,Francs-Bourgeois,,,Ecole normale supérieure,Computer Science,,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/florian-douetteau,https://www.linkedin.com/in/fdouetteau
Josh Reich,Simple Finance Technology,0.0,1.0,University of Melbourne,Mathematics,BS,Carnegie Mellon University,Business,MBA,0.0,16.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/josh-reich,http://www.linkedin.com/pub/joshua-reich/0/5b1/1a0
Mona Bijoor,"JOOR, Inc.",0.0,0.0,University of Pennsylvania,Biology,BA,University of Pennsylvania,Business,MBA,0.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mona-bijoor,http://www.linkedin.com/in/monabijoor
Ian Crosby,Bench Accounting,0.0,0.0,Carleton University,Sociology,BA,British Columbia Institute of Technology,Journalism,,0.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ian-crosby,http://www.linkedin.com/in/iwcrosby
Borja Rossell,Verse,0.0,0.0,Technical University of Catalonia,Engineering,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/borja-rossell,
Anmol Madan,Ginger.io,1.0,0.0,University of Pune,Electrical Engineering,BE,Massachusetts Institute of Technology,Sociology,PhD,1.0,2.0,1.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/anmol-madan-2,http://www.linkedin.com/in/anmolmadan
Michael Simon,LogMeIn,0.0,0.0,University of Notre Dame,Electrical Engineering,BS,Washington University in St. Louis,Business,MBA,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/micheal-simon,https://www.linkedin.com/in/michael-simon-8a15113
Chris Tolles,Topix,1.0,0.0,Chinese University of Hong Kong,Language,AA,University of California San Diego,Computer Science,BA,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/chris-tolles,http://www.linkedin.com/in/tolles
Joshua Hoffman,Zymergen,0.0,1.0,University of California Berkeley,Sociology,BA,Yale University,International Relations,MA,0.0,17.0,0.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/joshua-hoffman,https://www.linkedin.com/pub/joshua-hoffman/2/b30/331
Paul Doersch,Kespry Inc.,0.0,0.0,Stanford University,Computer Science,BS,,,,0.0,2.0,0.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/paul-doersch,https://www.linkedin.com/pub/paul-doersch/9/b9/927
Matthew Bencke,Mighty AI,0.0,0.0,Harvard University,International Relations,BS,University of California Berkeley,Political Science,PhD,1.0,17.0,0.0,0.0,1.0,0.0,0,1,https://www.crunchbase.com/person/matthew-bencke,https://www.linkedin.com/in/mattbencke
David Gorodyansky,AnchorFree,1.0,1.0,San Jose State University,Business,BS,,,,0.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/david-gorodyansky,https://www.linkedin.com/in/davidgorodyansky/
Eben Frankenberg,Echodyne,0.0,0.0,Dartmouth College,Geology,BA,Stanford University,Geophysics,MS,0.0,23.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/eben-frankenberg,https://www.linkedin.com/in/eben-frankenberg-b428bb
Kevin Busque,Guideline Technologies Inc.,2.0,0.0,Fitchburg State University,Computer Science,,,,,0.0,12.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/kevin-busque,https://www.linkedin.com/in/kevinbusque
Aashish Dalal,ParkWhiz,2.0,1.0,Northwestern University,,BA,DePaul University,,MS,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/aashish-dalal,https://www.linkedin.com/in/aashishdalal
Prayag Narula,LeadGenius,0.0,0.0,Netaji Subhas Institute of Technology,Computer Science,BE,University of California Berkeley,Computer Science,MS,1.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/prayag-narula,http://www.linkedin.com/in/prayagnarula
Andre Durand,Ping Identity Corporation,4.0,0.0,University of California Santa Barbara,Economics,BA,,,,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/andre-durand,http://www.linkedin.com/in/andredurand
Ajay Prakash,Rinse,0.0,1.0,Dartmouth College,Economics,BA,Stanford University,Business,MBA,0.0,5.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/ajay-prakash,https://www.linkedin.com/in/aprakash03
Michael Yavonditte,Yieldmo,0.0,0.0,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/michael-yavonditte,https://www.linkedin.com/pub/michael-yavonditte/3a/919/3b6
Alain Falys,Yoyo Wallet,2.0,0.0,Middlesex University,Business,BA,,,,0.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/alain-falys,http://www.linkedin.com/in/alainfalys
Rodney Rogers,Virtustream,0.0,1.0,University of Florida,Operations Research,,,,,0.0,7.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/rodney-rogers,https://www.linkedin.com/pub/rodney-rogers/30/560/73b
Chuck Ganapathi,Tact,0.0,1.0,PSG College of Technology,Mechanical Engineering,BS,Stanford University,Business,MBA,1.0,13.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/chuck-ganapathi,http://www.linkedin.com/in/chuckganapathi
Marcus Ryu,Guidewire Software,0.0,1.0,Princeton University,,BA,University of Oxford,,BPhil,0.0,3.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/marcus-ryu,http://www.linkedin.com/pub/marcus-ryu/7/59b/392
Brad Birnbaum,Kustomer,0.0,0.0,Brandeis University,Computer Science,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/brad-birnbaum,http://www.linkedin.com/in/bradleybirnbaum
Shoaib Makani,KeepTruckin,0.0,0.0,London School of Economics,Economics,BS,,,,0.0,5.0,1.0,1.0,0.0,1.0,0,0,https://www.crunchbase.com/person/shoaib-makani,http://www.linkedin.com/in/smakani
Roy Burstin,MiTu Network,0.0,0.0,,,,,,,0.0,6.0,1.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/roy-burstin,
Mark Johnson,Descartes Labs,0.0,0.0,Stanford University,Philosophy,,,,,0.0,11.0,1.0,0.0,1.0,0.0,1,0,https://www.crunchbase.com/person/mark-johnson-4,http://www.linkedin.com/in/marknjohnson
Todd Sullivan,SpiritShop.com (ACQUIRED),3.0,1.0,Yale University,Political Science,BA,University of Michigan,Business,MBA,1.0,0.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/todd-sullivan,http://www.linkedin.com/in/toddfsullivan
Mike Xu,GrubMarket Inc,0.0,0.0,Xiamen University,Computer Science,BS,University of Wisconsin Madison,Computer Science,MS,0.0,10.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mike-xu-2,
Carlos Garcia,HYP3R,2.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/carlos-m-garcia,https://www.linkedin.com/in/carlosgarcia
David Blake,Degreed,1.0,1.0,Brigham Young University,Economics,BA,,,,0.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/david-blake,http://www.linkedin.com/in/davidblake
Geoff Schmidt,Meteor,2.0,1.0,Massachusetts Institute of Technology,,Drop,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/geoff-schmidt,https://www.linkedin.com/in/gschmidt/
Richard Rosenblatt,Whipclip / TV Time,1.0,0.0,Brandeis University,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/richard-rosenblatt,http://www.linkedin.com/pub/richard-rosenblatt/24/22b/422
Stephane Dubois,"Xignite, Inc.",0.0,0.0,Institut de Management International de Paris,Business,MS,Massachusetts Institute of Technology,Opreations Research,MS,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/stephane-dubois,https://www.linkedin.com/in/sldubois
Carlos Diaz,Kwarter,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/carlos-diaz,http://www.linkedin.com/in/carlosdiazprofile
Eyal Waldman,Mellanox Technologies,0.0,0.0,Israel Institute of Technology,Electrical Engineering,MS,,,,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/eyal-waldman,http://www.linkedin.com/profile/view?id=1922912
Jen Andre,Komand,1.0,0.0,Carnegie Mellon University,Computer Science,Drop,,,,0.0,10.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/jen-andre,http://www.linkedin.com/pub/jen-andre/7/146/97a
Noah Brier,Percolate,0.0,0.0,New York University,Media,BA,,,,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/noah-brier,http://www.linkedin.com/in/noahbrier
Per Pettersen,Impact Radius,2.0,0.0,,,,University of California Santa Barbara,Computer Science,MS,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/per-pettersen,http://www.linkedin.com/in/perpettersen
Oz Alon,HoneyBook,0.0,0.0,The Interdisciplinary Center,Business,BA,,,,0.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/oz-alon,https://www.linkedin.com/in/ozalon/
Clarence Chui,"Outward, Inc.",0.0,1.0,University of Michigan,Mechanical Engineering,BS,Massachusetts Institute of Technology,Mechanical Engineering,PhD,1.0,13.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/clarence-chui,https://www.linkedin.com/in/clarence-chui-6592a958/
Kevin Merritt,Socrata,1.0,0.0,Sierra College,Computer Science,BS,,,,0.0,6.0,0.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/kevin-merritt,http://www.linkedin.com/in/kevinmerritt
Danny Leffel,Crew,3.0,0.0,Trinity University,,,,,,0.0,6.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/danny-leffel,
James Hind,Carwow,0.0,0.0,University of Nottingham,Business,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/james-hind,http://www.linkedin.com/in/jameshind
Neal Creighton,RatePoint,1.0,0.0,United States Military Academy at West Point,,BS,Northwestern University,Business,MBA,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/neal-creighton,http://www.linkedin.com/profile/view?id=75640487
Leigh Drogen,Estimize,2.0,0.0,University of San Diego,Political Science,AA,Hunter College ,Political Science,BA,1.0,4.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/leigh-drogen,http://www.linkedin.com/in/leighdrogen
Arijit Sengupta,BeyondCore,0.0,0.0,Stanford University,Computer Science,BS,Harvard University,Business,MBA,0.0,5.0,1.0,0.0,1.0,0.0,1,0,https://www.crunchbase.com/person/arijit-sengupta,http://www.linkedin.com/in/asengupta
Ash Ashutosh,Actifio,2.0,0.0,Kakatiya Institute of Technology & Science,Electrical Engineering,BE,Penn State University,Computer Science,MS,0.0,12.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ash-ashutosh,https://www.linkedin.com/in/ashashutosh
Scott Voigt,Homebase.io,1.0,1.0,Georgia Institute of Technology,Business,BS,University of Pennsylvania,Business,MBA,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/scott-voigt,http://www.linkedin.com/in/scottmvoigt
Aleksandr Yampolskiy,SecurityScorecard Inc.,0.0,0.0,,,,,,,1.0,8.0,0.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/aleksandr-yampolskiy,http://www.linkedin.com/in/ayampolskiy
Susan Tynan,Framebridge,0.0,1.0,University of Virginia,English,BA,Harvard University,Business,MBA,0.0,10.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/susan-tynan,https://www.linkedin.com/in/susantynan
Rick Morrison,Comprehend Systems,0.0,0.0,Carnegie Mellon University,Computer Science,BS,,,,0.0,7.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/rick-morrison,http://www.linkedin.com/in/rickmorrison
Mike Hurst,Exactuals,0.0,0.0,Santa Clara University,Business,,Stanford University,Business,MS,1.0,10.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mike-hurst-2,https://www.linkedin.com/in/michaelhurst
Sasan Amini,Clear Labs,0.0,0.0,University of Tehran,Biology,BS,Princeton University,Biology,PhD,1.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/sasan-amini,
Gene Wang,People Power,1.0,0.0,University of California Berkeley,Computer Science,BA,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/gene-wang,http://www.linkedin.com/pub/gene-wang/0/1/487
Jason Liebman,Howcast,0.0,0.0,Duke University,Political Science,BA,,,,0.0,9.0,0.0,1.0,0.0,1.0,0,0,https://www.crunchbase.com/person/jason-liebman,
Maxim Lobovsky,Formlabs,0.0,0.0,Cornell University,Engineering,BS,Massachusetts Institute of Technology,Media,MS,1.0,6.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/maxim-lobovsky,http://www.linkedin.com/pub/maxim-lobovsky/7/422/b20
Daniela Perdomo,GoTenna,0.0,0.0,Tufts University,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/daniela-perdomo-2,https://www.linkedin.com/in/danielaperdomo
Adam Odessky,Sense.ly,0.0,0.0,University of Illinois Urbana-Champaign,Computer Science,BS,University of San Francisco,Business,MBA,0.0,14.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/adam-odessky,http://www.linkedin.com/in/adamodessky
Blake Hall,ID.me,0.0,1.0,Vanderbilt University,Economics,BS,Harvard University,Business,MBA,1.0,4.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/blake-hall,https://www.linkedin.com/pub/blake-hall/1/8b6/45b
Aaron Gowell,SilverRail Technologies,0.0,1.0,Northeastern University,Business,BA,,,,0.0,7.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/aaron-gowell,http://www.linkedin.com/profile/view?id=7746825
Javier de la Torre,CARTO,1.0,1.0,Universidad Politécnica de Madrid,,,Freie Universität Berlin,Biology,,1.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/javier-de-la-torre,http://www.linkedin.com/in/jatorre
Patrick Bosworth,Duetto,0.0,0.0,University of San Diego,Political Science,BA,Harvard University,Business,MBA,0.0,8.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/patrick-bosworth,http://www.linkedin.com/in/ptbosworth
Liang Lu,5miles,1.0,0.0,University of Science and Technology of China,Physics,BS,Southern Methodist University,Physics,PhD,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/liang-lu,https://www.linkedin.com/in/sixwings/
George Bousis,Raise Marketplace,1.0,0.0,DePaul University,Political Science,BS,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/george-bousis,http://www.linkedin.com/in/gbousis
Reza Mohsin,Speakeasy,1.0,0.0,Ohio Wesleyan University,Computer Science,BA,California Institute of Technology,Computer Science,BSc,0.0,12.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/reza-mohsin,https://www.linkedin.com/in/rezamohsin/
Rujul Zaparde,FlightCar,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/rujul-zaparde,http://www.linkedin.com/in/rujulz
Jay Radia,Yieldify,0.0,0.0,UCL,Economics,BS,,,,0.0,12.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/jay-radia,https://www.linkedin.com/in/jayradia
Benzi Ronen,Farmigo,1.0,0.0,Tel-Aviv University,Sociology,BA,University of Michigan,Business,MBA,1.0,8.0,1.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/benzi-ronen,http://www.linkedin.com/in/benzironen
Tim Weingarten,The Hunt,0.0,0.0,University of Pennsylvania,,,,,,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/tim-weingarten,http://www.linkedin.com/pub/tim-weingarten/1/a17/421
Glen Coates,Handshake,0.0,0.0,UNSW,Computer Science,BS,,,,1.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/glen-coates,https://www.linkedin.com/in/glcoates
Zachary Goldstein,Thanx,0.0,1.0,Dartmouth College,Political Science,BA,Stanford University,Business,MBA,0.0,4.0,0.0,0.0,0.0,1.0,0,1,https://www.crunchbase.com/person/zachary-goldstein,http://www.linkedin.com/in/zgoldstein
Kevin Lustig,Scientist.com (formerly Assay Depot),2.0,0.0,Cornell University,Biology,BA,Harvard University,Biology,PhD,1.0,0.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/kevin-lustig,https://www.linkedin.com/in/lustigkevin
David Ronick,Stash,3.0,1.0,Brown University,History,BA,Harvard University,Business,MBA,1.0,2.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/david-ronick,https://www.linkedin.com/in/davidronick
Osama Elkady,INCORTA,0.0,0.0,Ain Shams University,Computer Science,BS,,,,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/osama-elkady,
Alejandro Cosentino,Afluenta,0.0,1.0,Instituto San José de Flores,Business,,,,,0.0,13.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/alejandro-cosentino,https://www.linkedin.com/in/alejandrocosentino
Erik Fairbairn,Pod Point,1.0,0.0,University of Sheffield,Mechanical Engineering,BE,Stanford University,Business,,0.0,10.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/erik-fairbairn,https://www.linkedin.com/in/erikfairbairn
