Full Name,Primary Company,Seed Valuation,A Valuation,B Valuation,Valuation Increase
Craig Elliott,Pertino,0,0,0,0
Joachim Roos,Edgeware,0,0,0,0
Joaquin Ayuso,Kuapay,0,0,0,0
Jeffrey T. Binder,Layer3 TV,0,0,0,0
Tomoyuki Sugiyama,"Crowdcredit, Inc.",0,0,0,0
Howard Rosenberg,B-Stock Solutions,0,0,0,0
Scott Nelson,Trax Technologies,0,0,0,0
Lou Gray,DreamBox Learning,0,0,0,0
Jaswinder Chadha,Axtria,0,0,0,0
Bulent Celebi,AirTies Wireless Networks,0,0,0,0
Nick Moutter,Admedo Ltd,0,0,0,0
Faris Zaher,Yamsafer,0,0,0,0
Alan Viterbi,Liquid Environmental Solutions,0,0,0,0
"Bhairavi Parikh, PhD",CellScape,0,0,0,0
Geoff Mathieux,Wingz Inc.,0,0,0,0
Susan Kennedy,Advanced Microgrid Solutions,0,0,0,0
Adriaan van Wyk,K2,0,0,0,0
Dominic Blank,POSpulse,0,0,0,0
Yaniv Bensadon,Fixya,0,0,0,0
Priya Krishnan,klay schools,0,0,0,0
Ronald Bianchini,Avere Systems,0,0,0,0
Ilya Ekushevskiy,Busfor,0,0,0,0
Frank Martin,Restorando,0,0,0,0
Ke Wang,Koudai,0,0,0,0
Zivan Ori,E8 Storage,0,0,0,0
Seymour Duncker,iCharts,0,0,0,0
Rohith Bhat,99Games Online Private Limited,0,0,0,0
Todd Parsons,Aditive,0,0,0,0
Francois-Xavier Hussherr,Gutenberg Technology,0,0,0,0
Joseph Mayer,Cureatr,0,0,0,0
Alexander Koenig,ReActive Robotics,0,0,0,0
Juan Carlos Riveiro,Vilynx,0,0,0,0
Hari Nair,HolidayIQ,0,0,0,0
Anthony Bettini,FlawCheck,0,0,0,0
Yao Hong,Weidai,0,0,0,0
Arun Agarwal,Infinio,0,0,0,0
Faraz Hoodbhoy,PixSense,0,0,0,0
Ramana Jonnala,Coho Data,0,0,0,0
Art Krieg,Checkmate Pharmaceuticals,0,0,0,0
Toshi Yamamoto,ChatWork,0,0,0,0
Roman Rittweger,ottonova Holding AG,0,0,0,0
Neil Burns,P2 Science,0,0,0,0
Alex Willcock,VisualDNA,0,0,0,0
Marc Heyneker,Revinate,0,0,0,0
Stephanie Leffler,OneSpace,0,0,0,0
Arie Struik,alaTest,0,0,0,0
Ofer Shoshan,One Hour Translation,0,0,0,0
Wes Schroll,Fetch Rewards,0,0,0,0
Mik Kersten,Tasktop,0,0,0,0
Jason Bryant,Nor1,0,0,0,0
Chenfeng Song,A.I. Nemo,0,0,0,0
Marco Fisbhen,Descomplica,0,0,0,0
Jeremy Geiger,Retailigence,0,0,0,0
John A. Amster,RPX Corporation,0,0,0,0
Bo Yang,Douban,0,0,0,0
Ehud Rokach,XtremIO,0,0,0,0
Viktor Ariel,SURE Universal,0,0,0,0
Baha Zeidan,Azalea Health,0,0,0,0
Stephen Lau,BioClin Therapeutics,0,0,0,0
Do Tuan Anh,Appota,0,0,0,0
Ching Wei Lee,iMoney Group,0,0,0,0
Rufus Griscom,Heleo,0,0,0,0
Yod Chinsupakul,Wongnai,0,0,0,0
Fede Malek,Avenida.com,0,0,0,0
Aaron Biddar,Synthio,0,0,0,0
Ami Dotan,Karamba Security,0,0,0,0
Eric Didier,OneKloud,0,0,0,0
Adam Seifer,Everplans,0,0,0,0
Santiago Sosa,Tienda Nube,0,0,0,0
Hao Xu,Camera360,0,0,0,0
Ken Davis,"TaskEasy, Inc.",0,0,0,0
Chris Torrance,PhoreMost,0,0,0,0
Ken Rugg,Tesora,0,0,0,0
Deepak Aatresh,Aditazz,0,0,0,0
Robert Ellice,EasyProperty,0,0,0,0
Yegor Anchishkin,CartFresh,0,0,0,0
JD Lee,Pocketmath,0,0,0,0
Martin Ferro,Conferize,0,0,0,0
Sanj Goyle,Finxera,0,0,0,0
Tom Valdivia,Luminat,0,0,0,0
Ben Ye,The ONE Music Group,0,0,0,0
Danny Sachs,Amphora Medical,0,0,0,0
Sean Lynch,Metacloud,0,0,0,0
Matthew Patterson,Audentes Therapeutics,0,0,0,0
Wayne Poll,Minimally invasive devices,0,0,0,0
Simon Lynch,Just Landed,0,0,0,0
Olivier Gerhardt,Wavecell,0,0,0,0
Omri Kohl,Pyramid Analytics,0,0,0,0
Dirk Owerfeldt,GASTROFIX,0,0,0,0
Lianglun Zhang,Mizhe.com,0,0,0,0
Mike Alfred,BrightScope,0,0,0,0
Jonathan Glick,Sulia,0,0,0,0
Rami Goraly,ScheduleOnce,0,0,0,0
Eugene Izhikevich,Brain Corporation,0,0,0,0
Luke Ahn,Fronto,0,0,0,0
Wang Shirui,Medlinker,0,0,0,0
ABHISHEK AGARWAL,CreditVidya,0,0,0,0
Mike Lynn,Hound Labs,0,0,0,0
William Cooper,ACHICA,0,0,0,0
John Golob,Lanetix,0,0,0,0
J. Andrew Rogers,SpaceCurve,0,0,0,0
John Goscha,"Lucidity Lights, Inc.",0,0,0,0
Forest Key,"Pixvana, Inc.",0,0,0,0
Meir Zohar,Freshub Ltd.,0,0,0,0
Wasiq Bokhari,QBotix,0,0,0,0
Geraldine McBride,MyWave,0,0,0,0
Derek Ball,atVenu,0,0,0,0
Adam Vincent,"ThreatConnect, Inc.",0,0,0,0
Aman Jabbi,Pelican Imaging,0,0,0,0
Jonathan Dambrot,Prevalent Networks,0,0,0,0
Kristian Humborstad,Zwipe,0,0,0,0
John Thomson,PayIt,0,0,0,0
Bryce Smith,LevelTen Energy,0,0,0,0
Bhavik Jhaveri,Ambab Infotech,0,0,0,0
Carl Dietrich,Terrafugia,0,0,0,0
Yair Lavi,Tonara,0,0,0,0
Sudheer Koneru,Zenoti,0,0,0,0
Anand Sivaraman,Remidio Innovative Solutions,0,0,0,0
Sheila Mikhail,Bamboo Therapeutics,0,0,0,0
Tao Peng,Breadtrip,0,0,0,0
Martin Källström,Narrative,0,0,0,0
Javier Andres,ticketea,0,0,0,0
Amir Ben-Afraim,Altor Networks,0,0,0,0
Dan Albritton,Megaphone TV,0,0,0,0
Guillermo Freire,TROCAFONE,0,0,0,0
Kemal Erol,Vivense Home & Living,0,0,0,0
Gil Sadeh,Signals Analytics,0,0,0,0
Thomaz Srougi,dr. consulta,0,0,0,0
Jae Chung,goBalto,0,0,0,0
William Moschella,Evariant,0,0,0,0
Josh Shatkin-Margolis,Purple Cloud,0,0,0,0
Jing Liu,Skyroam,0,0,0,0
Jeff Abramowitz,PowerCloud Systems,0,0,0,0
Simon Specka,ZenMate,0,0,0,0
John M. Paul,VenueNext,0,0,0,0
Dippak Khurana,Vserv,0,0,0,0
Tian Ning,Panshi,0,0,0,0
Noman Ali,Peanut Labs,0,0,0,0
Yoram Novick,Maxta,0,0,0,0
Alex Zapesochny,iCardiac Technologies,0,0,0,0
Dov Seidman,LRN,0,0,0,0
Alan Gertner,Tokyo Smoke,0,0,0,0
Jeremy Anspach,PureCars,0,0,0,0
Ryan Fyfe,Humanity,0,0,0,0
Eric Winquist,Jama Software,0,0,0,0
David Lim,Beijing Weiying Technology,0,0,0,0
Vaibhav Dabhade,Anchanto,0,0,0,0
Chris Harbourt,Agrible,0,0,0,0
Bruce Cohen,VitaPath Genetics,0,0,0,0
Eric La Bonnardière,Evaneos,0,0,0,0
Xavi Beumala,Marfeel,0,0,0,0
Tal Zvi Nathanel,MyCheck,0,0,0,0
Samuel Sheng,Sentons,0,0,0,0
Sagi Schliesser,TabTale,0,0,0,0
Elery Pfeffer,Nift Networks,0,0,0,0
Ron Glibbery,Peraso Technologies,0,0,0,0
Steve Flagg,SupplyFrame,0,0,0,0
Jon Elvekrog,140 Proof,0,0,0,0
James LaLonde,yoli,0,0,0,0
Martin Watson,SeeChange Health,0,0,0,0
Cyril Hadji-Thomas,Bookwitty,0,0,0,0
Julian Willenbrock,Enlight México,0,0,0,0
Jervis Liu,Hyphenate Inc.,0,0,0,0
Heather Hiles,Pathbrite,0,0,0,0
Michael Bruce,PurpleBricks,0,0,0,0
Kent Fuka,Querium Corporation,0,0,0,0
Ben Nelson,The Minerva Project,0,0,0,0
Eduardo L'Hotellier,GetNinjas,0,0,0,0
Iain Dodsworth,TweetDeck,0,0,0,0
Yang Chen,Joyme.com,0,0,0,0
David Lowe,Aeglea BioTherapeutics,0,0,0,0
Ran Poliakine,Powermat Technologies,0,0,0,0
Amir Aharoni,Elastifile,0,0,0,0
Swapnil Shah,FirstFuel Software,0,0,0,0
Norma Sit,Numoni,0,0,0,0
Erine Gray,Aunt Bertha,0,0,0,0
Brandon Koffler,FanXchange,0,0,0,0
Roy Rodenstein,SocMetrics,0,0,0,0
Mahmoud Kaiyal,WebTeb,0,0,0,0
Zacharie Sabban,Festicket,0,0,0,0
Daniel Arthursson,Xcerion,0,0,0,0
Michael Howell,Dolly,0,0,0,0
Samir Shah,Zephyr,0,0,0,0
Ugo Parodi Giusino,Mosaicoon,0,0,0,0
John Orrock,Future Now Ventures,0,0,0,0
Chris Costello,blooom,0,0,0,0
Jeff Sinclair,Eventbase,0,0,0,0
Evert Jaap Lugt,Nimbuzz,0,0,0,0
Chantel Waterbury,Chloe + Isabel,0,0,0,0
Jason T. Andrew,Limelight Health,0,0,0,0
Adrian Critchlow,Australian Solar Group,0,0,0,0
Geoff Barrall,Connected Data,0,0,0,0
Moritz Offeney,Scarosso,0,0,0,0
Don Resler,Intelligent Beauty,0,0,0,0
Gustaf Agartson,BIMA,0,0,0,0
Blake Pierson,Lovely,0,0,0,0
Jörg Wiemer,Treasury Intelligence Solutions (TIS),0,0,0,0
Symen Jansma,TravelBird,0,0,0,0
Nihal Parthasarathi,CourseHorse,0,0,0,0
Eric Stone,Velano Vascular,0,0,0,0
Pumin Yuvacharuskul,Eatigo,0,0,0,0
Tito A Serafini,Atreca,0,0,0,0
Josh Manion,Ensighten,0,0,0,0
Faraz Syed,Keynote DeviceAnywhere,0,0,0,0
Ashish Mehta,Sokrati,0,0,0,0
Chethan Ramachandran,Playnomics,0,0,0,0
Tobi Bauckhage,Creators Media,0,0,0,0
Francisco Fonseca,BitSight Technologies,0,0,0,0
Jack Slocum,Alta5,0,0,0,0
Aaron DeBovoise,Network of One,0,0,0,0
Nikhil Hasija,Azuqua,0,0,0,0
Robert Seolas,"ObservePoint, Inc.",0,0,0,0
John Spiers,NexGen Storage,0,0,0,0
Andrew Ibbotson,Digital Assent,0,0,0,0
Joe Essenfeld,Jibe,0,0,0,0
Gal Naor,Storone,0,0,0,0
Guy Vardi,Slate Science,0,0,0,0
Bo Wu,Lashou.com,0,0,0,0
Vijay Sikka,Sikka Software,0,0,0,0
Sanjiv Singhal,Scripbox,0,0,0,0
James Tagg,Truphone,0,0,0,0
Tanya Bakalov,BetterSkills Inc.,0,0,0,0
Derek Roos,Mendix,0,0,0,0
Boris Saragaglia,Spartoo,0,0,0,0
Siddarth Satish,Gauss Surgical,0,0,0,0
Joel Trammell,Khorus,0,0,0,0
Gadi Maier,FreeMonee,0,0,0,0
Nidhi Saxena,Zoctr Health,0,0,0,0
Sean Muller,"iSpot.tv, Inc.",0,0,0,0
David Schmaier,Vlocity,0,0,0,0
Alex Capurro,Easy Payment Gateway,0,0,0,0
Wei Su,Visunex Medical Systems,0,0,0,0
Justin Miller,WedPics,0,0,0,0
Dhiren Bhatia,Viewics,0,0,0,0
Josh Kanner,Smartvid io,0,0,0,0
Alec Lynch,DesignCrowd,0,0,0,0
Jeff Booth,BuildDirect,0,0,0,0
Branndon Stewart,OutboundEngine,0,0,0,0
Brent Handler,Inspirato,0,0,0,0
Sam Guilaumé,Movea,0,0,0,0
Dave O'Flanagan,Boxever,0,0,0,0
Omer David Keilaf,Innoviz Technologies,0,0,0,0
Naoko Samata,Coiney,0,0,0,0
Ofer Vilenski,Hola,0,0,0,0
Nathan Labenz,Waymark (fka SocialProof),0,0,0,0
Zoe Pointon,OpenAgent.com.au,0,0,0,0
Kai Schoppen,Infracommerce,0,0,0,0
Rebekah Campbell,Posse,0,0,0,0
Sebastian Funke,Smeet,0,0,0,0
Satoshi Sugie,WHILL,0,0,0,0
Rotem Perelmuter,Top Prospect,0,0,0,0
Si Shen,PapayaMobile,0,0,0,0
Greg Alvo,OrderGroove,0,0,0,0
Naresh Malhotra,Modern Family Doctor,0,0,0,0
Haoyong Yang,Ganji,0,0,0,0
Andrew Ryan,Membersuite,0,0,0,0
Mehrdad Mahdjoubi,ORBITAL SYSTEMS,0,0,0,0
Mark Ethier,iZotope,0,0,0,0
Abey Zachariah,Goodbox,0,0,0,0
Corey Reese,Ness Computing,0,0,0,0
Mark Heffernan,Nexvet,0,0,0,0
James N. Thomas,Just. Biotherapeutics,0,0,0,0
Jason Meller,Kolide,0,0,0,0
Chen Kuan,Infervision,0,0,0,0
Eoin Dowling,Boxfish,0,0,0,0
Michael Matousek,Luvo (formerly Flashnotes),0,0,0,0
David Liu,"XO Group, Inc.",0,0,0,0
Ryan Fuller,VoloMetrix,0,0,0,0
Asaf Ganot,"ControlUp, Inc",0,0,0,0
Devrim Yasar,Koding,0,0,0,0
Netanel Davidi,Cyvera,0,0,0,0
Ben Askew-Renaut,Packlink - Simply Shipping,0,0,0,0
Paul Gollash,Voxy,0,0,0,0
Neal Walker,Aclaris Therapeutics,0,0,0,0
Surbhi Sarna,NVISION MEDICAL,0,0,0,0
Jonathan Cohen,Agency of Trillions (AoT),0,0,0,0
Richard Harris,Intent Media,0,0,0,0
Fran Maier,Babierge,0,0,0,0
Martynas Gudonavicius,TRAFI,0,0,0,0
Dennis Just,Knip,0,0,0,0
Kris Hiiemaa,ERPLY,0,0,0,0
Philippe Laval,Kwaga,0,0,0,0
Jeffrey Chou,Diamanti,0,0,0,0
Ronni Zehavi,Hibob,0,0,0,0
Radu B. Rusu,Fyusion,0,0,0,0
Marc Ruxin,TastemakerX,0,0,0,0
Hesaam Esfandyarpour,Genapsys,0,0,0,0
Felix Zhao,Cassia Networks,0,0,0,0
Paul Fulton,Cloudsona,0,0,0,0
Vikram Vora,MyDentist,0,0,0,0
Hong Bui,Polkast,0,0,0,0
Cliff Moon,Opsee,0,0,0,0
Martin Ijaha,Neyber,0,0,0,0
Justin Oberman,Till Mobile,0,0,0,0
Ji Xiaohua,Guokr,0,0,0,0
Todd Brennan,"Ampient,inc",0,0,0,0
Ben Wolstenholme,Madefire,0,0,0,0
Radoslav Danilak,Skyera,0,0,0,0
Craig Malloy,Lifesize,0,0,0,0
David Mandell,PivotDesk,0,0,0,0
Tomer Dvir,Soluto,0,0,0,0
Massy Mehdipour,Jotter Investment,0,0,0,0
Rania Belkahia,Afrimarket,0,0,0,0
Simon Lenoir,Rezdy,0,0,0,0
Taku Harada,Peatix,0,0,0,0
Takuma Iwasa,Cerevo,0,0,0,0
Kelly Dachtler,The Clymb,0,0,0,0
Ronjon Nag,Cellmania,0,0,0,0
Harmeet S. Bindra,Leixir,0,0,0,0
Richard White,UserVoice,0,0,0,0
Michael Smalls,Hoopla Software,0,0,0,0
Robert Carlson,UNIFi Software,0,0,0,0
Andras Forgacs,Modern Meadow,0,0,0,0
David P. Mariani,AtScale,0,0,0,0
Karl Wirth,Evergage,0,0,0,0
Felipe Navio,Jobandtalent,0,0,0,0
Jerry Ropelato,WhiteClouds,0,0,0,0
Ujjal Kohli,Rhythm NewMedia,0,0,0,0
Hannibal Baldwin,SiteZeus,0,0,0,0
Pieter van Rooyen,Edico Genome,0,0,0,0
Arvind Lakshmikumar,Tonbo Imaging,0,0,0,0
Yongzhi Yang,MoboTap,0,0,0,0
Vishal Gupta,Seclore,0,0,0,0
Jeff Daniel,StarMaker Interactive,0,0,0,0
Patrick Linden,Deal.com.sg,0,0,0,0
Marta Higuera,OpenAgent.com.au,0,0,0,0
Guy Nizan,IntSights,0,0,0,0
Patrick Ostiguy,Accedian Networks,0,0,0,0
Sanjay Purohit,iProf Learning Solutions,0,0,0,0
Vikas Jha,Teracent,0,0,0,0
Rob Salvatore,Tongal,0,0,0,0
Darrell Heaps,Q4,0,0,0,0
Masolova Elena,Eduson,0,0,0,0
Dan Vene,iCapital Network,0,0,0,0
Patrick Quinlan,Convercent,0,0,0,0
Manik Singh,Threadflip,0,0,0,0
Jason Ricci,Fluxx,0,0,0,0
Lionel Baraban,FAMOCO,0,0,0,0
Philipp Pieper,Proximic,0,0,0,0
Sachin Katti,Kumu Networks,0,0,0,0
Swati Gupta,Industrybuying,0,0,0,0
Christos Cotsakos,"Pennington Ventures, LLC",0,0,0,0
Haresh Patel,Mercatus,0,0,0,0
Hagai Hartman,Emarsys,0,0,0,0
Nico Sand,Zanbato,0,0,0,0
Cheng Liu,Eureka Therapeutics,0,0,0,0
Megan Gardner,Plum District,0,0,0,0
Brian L. Hinman,Mimosa,0,0,0,0
Jim Kean,WellnessFX,0,0,0,0
Clayton Alexander,Ember Technologies,0,0,0,0
Drew Schiller,Validic,0,0,0,0
Victoria Livschitz,"Tonomi, Inc.",0,0,0,0
Terry Angelos,TrialPay,0,0,0,0
Omri Iluz,PerimeterX,0,0,0,0
Mohan Giridharadas,LeanTaaS,0,0,0,0
Mona Ataya,Mumzworld.com,0,0,0,0
Marc J. Gorlin,Roadie,0,0,0,0
Hadar Eshel,Cigloo,0,0,0,0
Mukundu Kumaran,C1X Inc.,0,0,0,0
Joseph Paresi,IDSS Holdings,0,0,0,0
Quentin Vacher,JolieBox,0,0,0,0
Chris Forman,"Appcast, Inc",0,0,0,0
Matt Dalio,ENDLESS,0,0,0,0
Kaan Kayabalı,Onedio,0,0,0,0
John Poisson,Wantful,0,0,0,0
Mo Chen,TuSimple,0,0,0,0
Ofer Ben Noon,Argus Cyber Security,0,0,0,0
Pavel Gurvich,GuardiCore,0,0,0,0
Mark Weiner,Reduxio,0,0,0,0
Bill Hu,Kika Tech,0,0,0,0
Greg Kostello,Huma.ai,0,0,0,0
John Squire,DynamicAction,0,0,0,0
Jeff Ma,tenXer,0,0,0,0
Dr. Patrick Andrae,HomeToGo,0,0,0,0
Henry Wong,SS8 Networks,0,0,0,0
Steve King,Black Swan Data,0,0,0,0
Federico Vega,Sontra,0,0,0,0
Ferry Tenka,Orami,0,0,0,0
Heath Wells,NuORDER,0,0,0,0
Nicolas Tejerina,Navent,0,0,0,0
Markus Rupprecht,Traxpay,0,0,0,0
Bruno Maisonnier,Aldebaran Robotics,0,0,0,0
Jonathan Brassington,LiquidHub,0,0,0,0
Udaynandan Reddy Padi,YUPPTV,0,0,0,0
Ned Moorfield,GoCatch,0,0,0,0
Malcolm Cowley,Performance Horizon,0,0,0,0
Daniel Zelkind,Zeek,0,0,0,0
Zackary King,SHYFT,0,0,0,0
Tom Costello,Cuil,0,0,0,0
Elie Seidman,Oyster.com,0,0,0,0
Monisha Perkash,Lumo Bodytech,0,0,0,0
Katsuaki Sato,Metaps Inc.,0,0,0,0
Jeff Franco,Tendyne Holdings,0,0,0,0
Pete Foley,Wave Computing,0,0,0,0
Brent Grinna,EverTrue,0,0,0,0
Peter Bauer,Mimecast,0,0,0,0
Gerardo Obregon,Prestadero,0,0,0,0
Russell Fadel,ThingWorx,0,0,0,0
Jason Gardner,Magenta Therapeutics,0,0,0,0
Somrat Niyogi,Stitch,0,0,0,0
Yoshiki Yasui,Origami Inc.,0,0,0,0
Mok Oh,"Moju Labs, Inc.",0,0,0,0
Ami Gal,SQream Technologies,0,0,0,0
Dan Murillo,Little Black Bag,0,0,0,0
Anil Singhal,NetScout Systems,0,0,0,0
Grant Gordon,Artemis Health,0,0,0,0
Russell Tencer,United Wind,0,0,0,0
"Tai ""Popo"" Chen",17 Media,0,0,0,0
Tammy Gilon,Vascular Graft Solutions,0,0,0,0
Brenda Schmidt,"Solera Health, Inc.",0,0,0,0
Jules Pieri,The Grommet,0,0,0,0
Michael Lahyani,PropertyFinder,0,0,0,0
Jason Crawford,Modal VR,0,0,0,0
P.J. Gunsagar,Kidaptive,0,0,0,0
Brijraj Vaghani,Ridlr,0,0,0,0
BC Krishna,MineralTree,0,0,0,0
Evan Liang,LeanData,0,0,0,0
Ke Jiao,Yongqianbao,0,0,0,0
Darrius Thompson,SweetLabs,0,0,0,0
Michael Duffy,CITYBASE,0,0,0,0
Justin Effron,ALICE,0,0,0,0
Abe Smith,Dealflo,0,0,0,0
Bryan Burkhart,H.BLOOM,0,0,0,0
Brian Biles,Datrium,0,0,0,0
Mio Babic,iStreamPlanet,0,0,0,0
Veer Gidwaney,Maxwell Health,0,0,0,0
Sean Suchter,Pepperdata,0,0,0,0
Hani Elias,Procured Health,0,0,0,0
John Boyce,GnuBIO,0,0,0,0
Vinay Bhagat,TrustRadius,0,0,0,0
Shlomit Kugler,MyCheck,0,0,0,0
Serge Saxonov,10X Genomics,0,0,0,0
Gregg Spiridellis,JibJab,0,0,0,0
Jonathan Cedar,BioLite,0,0,0,0
Brad Hunstable,Ustream,0,0,0,0
Slavik Markovich,Demisto,0,0,0,0
Adam Healey,"Borrowed & Blue, Inc.",0,0,0,0
Geoff Tate,Flex Logix Technologies,0,0,0,0
Jonathan M. Rothberg,Butterfly Network,0,0,0,0
Rajeev Agrawal,Innoviti,0,0,0,0
Firmin Zocchetto,PayFit,0,0,0,0
Scott Tilton,Hookit,0,0,0,0
Lisa Stone,BlogHer,0,0,0,0
Anna Zornosa,Ruby Ribbon,0,0,0,0
Alex Kelleher,Get,0,0,0,0
David Norris,MD Insider,0,0,0,0
Brett Galloway,Xova Labs,0,0,0,0
Rishi Bali,YOGASMOGA,0,0,0,0
Eric Heil,RightCare Solutions,0,0,0,0
Osman Khan,Paddle8,0,0,0,0
Robert Ciampa,Business Catalytics,0,0,0,0
Nadia Shalaby,Arctic Sand Technologies,0,0,0,0
Arjun Mehta,Trakfire,0,0,0,0
Thomas Noyes,Commerce Signals,0,0,0,0
Zhang Wenming,Douyu TV,0,0,0,0
Andrew Blackmon,The Black Tux,0,0,0,0
Ian Collins,CrowdCare,0,0,0,0
Dedi Gilad,TytoCare,0,0,0,0
Avner Mor,Dyadic Security,0,0,0,0
Gregg Freishtat,SalesWise,0,0,0,0
Andrew Laffoon,Mixbook,0,0,0,0
Alfred Chuang,Magnet Systems Inc.,0,0,0,0
James Borow,SHIFT,0,0,0,0
Matias Recchia,IguanaFix,0,0,0,0
Mike Harris,Zonoff,0,0,0,0
Oskar Hjertonsson,Needish,0,0,0,0
Marc Fenigstein,Alta Motors,0,0,0,0
Shaun Ritchie,Teem,0,0,0,0
Chris Möller,Campanda,0,0,0,0
David Vinca,eSpark,0,0,0,0
James Sider,Bandpage,0,0,0,0
Michael Paolucci,Slooh,0,0,0,0
Daniel Rothman,GlassesUSA,0,0,0,0
Joshua Feast,Cogito Corporation,0,0,0,0
Neil Warren,eHarmony,0,0,0,0
Philippe Corrot,Mirakl,0,0,0,0
Steven Lam,GOGOVAN,0,0,0,0
David Friedman,Ayla Networks,0,0,0,0
Daniel Roth,Semantic Machines,0,0,0,0
Noah Ready-Campbell,Twice,0,0,0,0
Shmulik Grizim,Webydo.,0,0,0,0
Dinesh Agarwal,IndiaMART,0,0,0,0
Pablo Casarino,Quasar Builders,0,0,0,0
Mihael Mikek,Celtra Inc.,0,0,0,0
Basil Enan,"Discors, Inc.",0,0,0,0
Ran Makavy,Snaptu,0,0,0,0
Eugene Danilkis,Mambu,0,0,0,0
McKay Thomas,"First Opinion, Inc.",0,0,0,0
Opher Kahane,Origami Logic,0,0,0,0
Xu Zou,ZingBox,0,0,0,0
Yoshinari Yoshikawa,Miselu Inc.,0,0,0,0
Zack Rosen,Pantheon,0,0,0,0
Ali Servet Eyübo�?lu,English Ninjas,0,0,0,0
Amar Arsikere,Infoworks,0,0,0,0
Barbaros �?zbugutu,iyzico,0,0,0,0
Devkumar Gandhi,moBack,0,0,0,0
Mike Cook,XOR Data Exchange,0,0,0,0
Hironobu Yoshikawa,Treasure Data,0,0,0,0
Gilles RAYMOND,News Republic,0,0,0,0
Doron Gordon,Samanage,0,0,0,0
Sravish Sridhar,Kinvey,0,0,0,0
James Gwertzman,"PlayFab, Inc.",0,0,0,0
Vince Passione,"LendKey Technologies, Inc.",0,0,0,0
Jianzhang Liang,Ctrip,0,0,0,0
Richard Price,Academia.edu,0,0,0,0
Angelique Augereau,Zafu,0,0,0,0
Nisan Gabbay,Sociable Labs,0,0,0,0
Carlin Wiegner,CubeTree,0,0,0,0
Ken Tamagawa,SORACOM,0,0,0,0
Nick Drandakis,TaxiBeat,0,0,0,0
Inder Guglani,Guru,0,0,0,0
Scott Saunders,Payoff,0,0,0,0
Jason Kassin,FilmTrack,0,0,0,0
Julia Bijaoui,Frichti,0,0,0,0
Ola Sars,Soundtrack Your Brand,0,0,0,0
Gerald Heydenreich,Pippa Jean,0,0,0,0
Jon Radoff,Disruptor Beam,0,0,0,0
Frank Huerta,TransLattice,0,0,0,0
Sheeroy D. Desai,Gild,0,0,0,0
Eric Cheng,Carsome,0,0,0,0
Spencer Hutchins,Reflexion Health,0,0,0,0
Andrea Anderheggen,Shopgate,0,0,0,0
Shawn Carpenter,RepIQ,0,0,0,0
Emily Greer,Kongregate,0,0,0,0
Jacob Taylor,"Replicat, Inc.",0,0,0,0
John Belizaire,FirstBest,0,0,0,0
Giles Palmer,Brandwatch,0,0,0,0
Rashid Mansoor,Hadean,0,0,0,0
Alexis Prenn,Receipt Bank,0,0,0,0
Ben Bernstein,Twistlock,0,0,0,0
Aaron Schildkrout,HowAboutWe,0,0,0,0
Russell Fradin,Dynamic Signal,0,0,0,0
Ryan Simonetti,Convene,0,0,0,0
Erik Pfannmöller,fredknows.IT,0,0,0,0
Jay Whitehead,LeagueNetwork.com,0,0,0,0
Simon Fabich,MONOQI,0,0,0,0
Jared Schrieber,InfoScout,0,0,0,0
Sachin Kamdar,Parsely,0,0,0,0
Michael Cluzel,Eatigo,0,0,0,0
Uri Alter,Cyvera,0,0,0,0
Guy Miasnik,AtHoc,0,0,0,0
Ernest Loumaye,ObsEva,0,0,0,0
Deepak Agarwal,Choxi,0,0,0,0
Mallik Sundaram,Mitra Biotech,0,0,0,0
David Perry,Gaikai,0,0,0,0
Jean-Daniel Guyot,Trainline France,0,0,0,0
Grant L. Verstandig,Audax Health Solutions,0,0,0,0
Kreg Peeler,SpinGo,0,0,0,0
Anurag Dod,AdIQuity,0,0,0,0
Abdul Naushad,PayCommerce,0,0,0,0
Srikanth Iyer,homelane,0,0,0,0
Saar Yoskovitz,Augury,0,0,0,0
Soujanya Bhumkar,Cooliris,0,0,0,0
Eren Ozagir,Push Doctor,0,0,0,0
Ulrik Bo Larsen,Falcon.io,0,0,0,0
Don Mal,Vena Solutions,0,0,0,0
Nikhil Sethi,Adaptly,0,0,0,0
Alex Edelstein,fr8,0,0,0,0
Seunggeon Lee,Viva Republica,0,0,0,0
Ante Krsnanac,Move24,0,0,0,0
Scott Ingraham,Rent.com,0,0,0,0
Bo Lu,FutureAdvisor,0,0,0,0
Orazio Buzza,Fooda,0,0,0,0
Juan Urdiales,Jobandtalent,0,0,0,0
Rachel Carlson,Guild Education,0,0,0,0
Todd Belveal,Washlava,0,0,0,0
J. Venter,Human Longevity,0,0,0,0
Benjamin Cardoso,LeCab,0,0,0,0
Tomer Levy,Logz.io,0,0,0,0
Nick Francis,Help Scout,0,0,0,0
T.J. Clark,TurnKey Vacation Rentals,0,0,0,0
Alessandro Petazzi,Musement,0,0,0,0
Manu Mathew,Visual IQ,0,0,0,0
Bridget Loudon,Expert360,0,0,0,0
Sergiu Biri�?,Zonga,0,0,0,0
Stephan Uhrenbacher,FLIO,0,0,0,0
Christian Bogatu,Fresh Energy GmbH,0,0,0,0
Jason Flick,You.i,0,0,0,0
Anand Babu Periasamy,"Minio, Inc.",0,0,0,0
Dror Ben-Naim,Smart Sparrow,0,0,0,0
Sascha Konietzke,Contentful,0,0,0,0
